channel_title,category_id,category_name,publish_day,publish_month,publish_season,publish_hour_category,title_sentiment_label,description_sentiment_label,tags_sentiment_label,len_title,desc_len,No_tags,has_tags,is_weekend_publish_day,publish_hour,title_sentiment,description_sentiment,tags_sentiment,channel_avg_views,channel_median_views,channel_video_count,channel_historical_avg,views,views_log,views_category
Film City,24,Entertainment,Saturday,May,Spring,Evening,Negative,Positive,Negative,58,321,22,1,1,20,-0.5,0.375,-0.3727272727272728,48302.0,48121.5,4,307836.0,38068,10.547155581629395,Low
Film City,24,Entertainment,Saturday,May,Spring,Evening,Negative,Positive,Negative,58,321,22,1,1,20,-0.5,0.375,-0.3727272727272728,48302.0,48121.5,4,38068.0,58175,10.971228177537151,Low
YRF,1,Film & Animation,Tuesday,November,Fall,Morning,Neutral,Neutral,Positive,63,901,22,1,0,6,0.0,0.08333333333333333,0.5,6170802.946236559,2790320.0,93,307836.0,35885754,17.3958509780565,High
YRF,1,Film & Animation,Tuesday,November,Fall,Morning,Neutral,Neutral,Positive,63,901,22,1,0,6,0.0,0.08333333333333333,0.5,6170802.946236559,2790320.0,93,35885754.0,38664360,17.470428829314287,High
YRF,1,Film & Animation,Tuesday,November,Fall,Morning,Neutral,Neutral,Positive,63,901,22,1,0,6,0.0,0.08333333333333333,0.5,6170802.946236559,2790320.0,93,37275057.0,37533416,17.44074221412893,High
Business Of Cinema,24,Entertainment,Wednesday,November,Fall,Morning,Neutral,Positive,Negative,87,1748,14,1,0,11,-0.04999999999999999,0.10892857142857142,-0.21666666666666667,2664065.0,2664065.0,1,307836.0,2664065,14.795364085110302,High
Health Tips for You,26,Howto & Style,Wednesday,November,Fall,Afternoon,Positive,Positive,Positive,103,103,14,1,0,12,0.2333333333333333,0.2333333333333333,0.2333333333333333,499543.0625,376981.5,16,307836.0,743321,13.51888460801519,High
Viacom18 Motion Pictures,24,Entertainment,Wednesday,November,Fall,Afternoon,Neutral,Positive,Neutral,91,452,7,1,0,15,0.0,0.5,0.0,2702387.724137931,1977403.0,29,307836.0,662980,13.40450161114047,High
Trend Music,10,Music,Wednesday,November,Fall,Afternoon,Neutral,Positive,Positive,96,1450,21,1,0,17,0.0,0.2533333333333333,0.13636363636363635,438357.5483870968,411363.0,31,307836.0,1205088,14.00206398110062,High
Arre,24,Entertainment,Thursday,November,Fall,Morning,Neutral,Positive,Positive,90,670,22,1,0,6,0.0,0.48,0.17424242424242423,855196.3214285715,923082.5,28,307836.0,1385906,14.141865356913609,High
FilterCopy,23,Comedy,Thursday,November,Fall,Morning,Neutral,Positive,Positive,70,1062,45,1,0,6,0.0,0.2125,0.31666666666666665,1062668.4670329671,847095.0,182,307836.0,1014724,13.830128197787655,High
Zakir Khan,22,People & Blogs,Thursday,November,Fall,Morning,Neutral,Neutral,Positive,51,215,8,1,0,10,0.0,0.047619047619047616,0.25,1236195.574468085,1197056.0,47,307836.0,1406559,14.156657565085006,High
Zakir Khan,22,People & Blogs,Thursday,November,Fall,Morning,Neutral,Neutral,Positive,51,215,8,1,0,10,0.0,0.047619047619047616,0.25,1236195.574468085,1197056.0,47,1406559.0,1353040,14.117865209724101,High
Ed Sheeran,10,Music,Thursday,November,Fall,Morning,Positive,Positive,Positive,43,1250,10,1,0,11,1.0,0.2,0.13636363636363635,15135750.705882354,14815407.0,17,307836.0,39082222,17.481178266837336,High
Ed Sheeran,10,Music,Thursday,November,Fall,Morning,Positive,Positive,Positive,43,1250,10,1,0,11,1.0,0.2,0.13636363636363635,15135750.705882354,14815407.0,17,39082222.0,33523622,17.32776091246296,High
Dream Warrior Pictures,1,Film & Animation,Thursday,November,Fall,Morning,Neutral,Positive,Positive,86,1016,19,1,0,11,0.0,0.8,0.5,282095.44444444444,179599.0,9,307836.0,696515,13.453846043941017,High
Anokhe totke,22,People & Blogs,Thursday,November,Fall,Afternoon,Neutral,Positive,Neutral,76,182,12,1,0,12,0.0,0.5,0.0,367797.0,367797.0,1,307836.0,367797,12.815289153399672,Medium
ABC Malayalam,22,People & Blogs,Thursday,November,Fall,Afternoon,Negative,Positive,Neutral,73,53,1,1,0,17,-0.6,0.5,0.0,126463.6,120319.0,25,307836.0,206015,12.23570911465848,Medium
Dil Raju,24,Entertainment,Friday,November,Fall,Night,Neutral,Neutral,Positive,91,449,22,1,0,4,0.0,0.08333333333333333,0.15714285714285717,2775955.109090909,2655637.0,55,307836.0,6106669,15.624892174393528,High
Dil Raju,24,Entertainment,Friday,November,Fall,Night,Neutral,Neutral,Positive,91,449,22,1,0,4,0.0,0.08333333333333333,0.15714285714285717,2775955.109090909,2655637.0,55,6106669.0,6526627,15.691400981968313,High
Dil Raju,24,Entertainment,Friday,November,Fall,Night,Neutral,Neutral,Positive,91,449,22,1,0,4,0.0,0.08333333333333333,0.15714285714285717,2775955.109090909,2655637.0,55,6316648.0,6946197,15.753705017494621,High
Dil Raju,24,Entertainment,Friday,November,Fall,Night,Neutral,Neutral,Positive,91,449,22,1,0,4,0.0,0.08333333333333333,0.15714285714285717,2775955.109090909,2655637.0,55,6526497.666666667,6756057,15.725950141834494,High
Pradeep Machiraju,22,People & Blogs,Friday,November,Fall,Night,Neutral,Positive,Positive,91,295,18,1,0,5,0.0,0.65,0.40909090909090906,427821.45454545453,375620.0,33,307836.0,1025941,13.841121772900534,High
Kumar Films,10,Music,Friday,November,Fall,Night,Neutral,Positive,Positive,33,4071,14,1,0,5,0.0,0.3158333333333334,0.5,141516.0,114214.0,3,307836.0,204389,12.227785212435824,Medium
My Village Show,23,Comedy,Friday,November,Fall,Morning,Neutral,Positive,Neutral,43,755,8,1,0,8,0.0,0.12222222222222223,0.0,402206.4736842105,335339.0,76,307836.0,748248,13.525491089262331,High
TheViralFeverVideos,24,Entertainment,Friday,November,Fall,Morning,Neutral,Positive,Neutral,41,547,16,1,0,9,0.0,0.39999999999999997,0.05,898648.8421052631,865730.0,19,307836.0,1174353,13.976228767137936,High
TheViralFeverVideos,24,Entertainment,Friday,November,Fall,Morning,Neutral,Positive,Neutral,41,547,16,1,0,9,0.0,0.39999999999999997,0.05,898648.8421052631,865730.0,19,1174353.0,1257923,14.044973301063031,High
Sharmaji Technical,28,Science & Technology,Friday,November,Fall,Morning,Positive,Positive,Neutral,86,564,16,1,0,10,0.25,0.19318181818181818,0.0,166620.0,133596.0,68,307836.0,308383,12.639101038651013,Medium
Sony Music India,10,Music,Friday,November,Fall,Morning,Neutral,Positive,Positive,70,2049,16,1,0,11,0.0,0.1419642857142857,0.2142857142857143,4435611.070175438,1763291.0,114,307836.0,1449239,14.186549839057422,High
Madras Central,24,Entertainment,Friday,November,Fall,Morning,Neutral,Neutral,Neutral,74,135,10,1,0,11,-0.08333333333333333,0.0,-0.08333333333333333,360600.3211009174,220406.0,109,307836.0,868921,13.675008641876085,High
Think Music India,10,Music,Friday,November,Fall,Afternoon,Neutral,Positive,Positive,89,1678,17,1,0,13,0.0,0.32272727272727275,0.27878787878787875,915175.0241935484,636951.5,124,307836.0,544102,13.206893846151152,Medium
Think Music India,10,Music,Friday,November,Fall,Afternoon,Neutral,Positive,Positive,89,1678,17,1,0,13,0.0,0.32272727272727275,0.27878787878787875,915175.0241935484,636951.5,124,544102.0,603817,13.31102810700629,High
Abish Mathew,23,Comedy,Friday,November,Fall,Afternoon,Neutral,Neutral,Neutral,40,406,10,1,0,14,0.0,0.0,0.0,552346.4390243902,479850.0,41,307836.0,779856,13.56686584852483,High
Abish Mathew,23,Comedy,Friday,November,Fall,Afternoon,Neutral,Neutral,Neutral,40,406,10,1,0,14,0.0,0.0,0.0,552346.4390243902,479850.0,41,779856.0,847058,13.649525628823325,High
iDream Telugu Movies,24,Entertainment,Friday,November,Fall,Afternoon,Neutral,Positive,Positive,93,2334,18,1,0,16,0.0,0.3402462121212121,0.55,241493.23376623375,166874.0,77,307836.0,277050,12.531956883745758,Medium
CaseyNeistat,22,People & Blogs,Friday,November,Fall,Afternoon,Neutral,Negative,Neutral,28,936,3,1,0,16,0.0,-0.3,0.0,1886096.1935483871,1754643.0,31,307836.0,2820328,14.852364102775937,High
Entertainment Era,24,Entertainment,Friday,November,Fall,Afternoon,Positive,Positive,Positive,54,54,21,1,0,17,0.35,0.35,0.35,148182.38461538462,150054.0,13,307836.0,177563,12.087086386290535,Medium
The Times of India,25,News & Politics,Friday,November,Fall,Afternoon,Negative,Negative,Neutral,74,670,17,1,0,17,-0.2,-0.35,-0.06666666666666667,1274080.0285714285,557690.0,35,307836.0,50220,10.824188544898831,Low
tamilcinemareview,1,Film & Animation,Friday,November,Fall,Evening,Neutral,Positive,Positive,41,263,4,1,0,18,0.0,0.475,0.5,413955.02222222224,237605.0,45,307836.0,194888,12.18018544470331,Medium
NewsMax,24,Entertainment,Friday,November,Fall,Evening,Positive,Positive,Positive,82,457,10,1,0,20,0.5,0.3666666666666667,0.5,212723.29166666666,131975.5,24,307836.0,146859,11.897235031005602,Low
NewsMax,24,Entertainment,Friday,November,Fall,Evening,Positive,Positive,Positive,98,649,14,1,0,20,0.5,0.3666666666666667,0.4,212723.29166666666,131975.5,24,146859.0,248319,12.422473515976991,Medium
ETV Jabardasth,22,People & Blogs,Friday,November,Fall,Evening,Neutral,Positive,Neutral,82,356,29,1,0,20,0.0,0.5,0.0,1513569.141025641,1624854.0,234,307836.0,2205764,14.606584945469253,High
ETV Jabardasth,22,People & Blogs,Friday,November,Fall,Evening,Neutral,Positive,Neutral,82,356,29,1,0,20,0.0,0.5,0.0,1513569.141025641,1624854.0,234,2205764.0,1956925,14.486885432684234,High
ETV Jabardasth,22,People & Blogs,Friday,November,Fall,Evening,Neutral,Positive,Neutral,82,356,29,1,0,20,0.0,0.5,0.0,1513569.141025641,1624854.0,234,2081344.5,2326210,14.65975132161805,High
Tamil Talkies,24,Entertainment,Friday,November,Fall,Evening,Neutral,Positive,Positive,55,299,10,1,0,20,0.0,0.6,0.25227272727272726,513548.606741573,347837.0,89,307836.0,308394,12.639136707829119,Medium
Tahliwood Records,10,Music,Saturday,November,Fall,Night,Positive,Positive,Positive,79,739,21,1,1,1,0.3333333333333333,0.35,0.17845117845117844,1492620.5,1492620.5,2,307836.0,1697470,14.344650054322075,High
Tahliwood Records,10,Music,Saturday,November,Fall,Night,Positive,Positive,Positive,79,739,21,1,1,1,0.3333333333333333,0.35,0.17845117845117844,1492620.5,1492620.5,2,1697470.0,1287771,14.068424151343248,High
zeetv,24,Entertainment,Saturday,November,Fall,Night,Neutral,Positive,Positive,74,1077,10,1,1,2,0.0,0.23214285714285715,0.175,519998.1919191919,470863.0,198,307836.0,376679,12.839151299624,Medium
chandanavana,24,Entertainment,Saturday,November,Fall,Night,Neutral,Neutral,Positive,64,44,7,1,1,3,0.0,0.0,0.16666666666666666,130554.85915492958,108011.0,71,307836.0,63293,11.055545816909865,Low
SANDALWOOD REVIEWS,1,Film & Animation,Saturday,November,Fall,Night,Negative,Negative,Neutral,77,24,8,1,1,3,-0.10625000000000001,-0.2,-0.0050000000000000044,99576.06060606061,69392.0,33,307836.0,103665,11.548929471604415,Low
TamilCrowd,24,Entertainment,Saturday,November,Fall,Night,Positive,Positive,Positive,92,811,19,1,1,5,0.3,0.21250000000000002,0.5,203272.91176470587,130877.5,34,307836.0,377572,12.841519206459644,Medium
T-Series,10,Music,Saturday,November,Fall,Morning,Neutral,Neutral,Positive,96,4217,26,1,1,6,0.0,0.05714285714285713,0.37878787878787873,9613610.438914027,8911728.0,221,307836.0,11805080,16.284040589977575,High
T-Series,10,Music,Saturday,November,Fall,Morning,Neutral,Neutral,Positive,96,4217,26,1,1,6,0.0,0.05714285714285713,0.37878787878787873,9613610.438914027,8911728.0,221,11805080.0,12455134,16.337643545640148,High
T-Series,10,Music,Saturday,November,Fall,Morning,Neutral,Positive,Positive,96,1299,26,1,1,6,0.0,0.2,0.37878787878787873,9613610.438914027,8911728.0,221,12130107.0,10588371,16.17526697582603,High
T-Series,10,Music,Saturday,November,Fall,Morning,Neutral,Neutral,Positive,96,4217,26,1,1,6,0.0,0.05714285714285713,0.37878787878787873,9613610.438914027,8911728.0,221,11616195.0,12936568,16.37556866504786,High
Mor Haryanvi,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Neutral,99,1244,1,1,1,6,0.0,0.1590909090909091,0.0,268781.98214285716,250999.5,56,307836.0,279282,12.539980883628987,Medium
Trending News,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Neutral,100,265,12,1,1,6,0.5,0.5,0.0,60376.75,61389.5,4,307836.0,81305,11.305975093550769,Low
Chinnathirai Seithigal,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Neutral,Positive,58,58,30,1,1,6,0.0,0.0,0.22499999999999998,68165.5,68165.5,2,307836.0,58815,10.982169205715358,Low
Health Tips - Hakim Bari,26,Howto & Style,Saturday,November,Fall,Morning,Positive,Positive,Positive,100,2200,9,1,1,6,0.5,0.36744791666666665,0.4866666666666667,357768.5,357768.5,2,307836.0,416539,12.939737774393008,Medium
Health Tips - Hakim Bari,26,Howto & Style,Saturday,November,Fall,Morning,Positive,Positive,Positive,100,2200,9,1,1,6,0.5,0.36744791666666665,0.4866666666666667,357768.5,357768.5,2,416539.0,298998,12.608195507885625,Medium
FilmiBeat,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,81,1143,11,1,1,7,0.0,-0.02589285714285713,-0.07500000000000001,490589.29032258067,150550.5,62,307836.0,249737,12.428167647308408,Medium
Bhojpuri Tube,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Neutral,87,164,27,1,1,7,0.2,0.2,0.0,418859.0,331971.0,8,307836.0,263610,12.4822298106336,Medium
Bhojpuri Tube,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Neutral,87,164,27,1,1,7,0.2,0.2,0.0,418859.0,331971.0,8,263610.0,218178,12.293071105769716,Medium
Vijay Television,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,42,281,22,1,1,7,0.0,0.0,0.0,529033.5887445888,454944.0,231,307836.0,261202,12.473053161770217,Medium
jaby koay,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Neutral,59,3103,15,1,1,8,0.0,0.31416666666666665,0.0,139565.2831858407,103735.0,113,307836.0,158126,11.971153786605278,Low
Mallika,23,Comedy,Saturday,November,Fall,Morning,Positive,Positive,Positive,41,937,25,1,1,8,0.35,0.22291666666666662,0.3872727272727273,108414.0,108414.0,1,307836.0,108414,11.593721734798319,Low
Gossip Adda,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Positive,95,463,19,1,1,8,0.5,0.48,0.5,139919.025,106743.5,40,307836.0,109580,11.604419280803642,Low
Flowers Comedy,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,29,295,23,1,1,8,0.0,0.4225378787878788,0.625,694603.3,630932.0,270,307836.0,482839,13.087440614815064,Medium
Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,News & Politics,Saturday,November,Fall,Morning,Positive,Positive,Neutral,59,1752,13,1,1,8,0.5,0.125,0.0,308679.41025641025,204246.0,78,307836.0,84097,11.33973806446542,Low
Lehren Small Screen,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,73,380,15,1,1,9,0.0,0.5,0.26111111111111107,363314.5625,284575.0,16,307836.0,861106,13.665974049788366,High
Lehren Small Screen,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,73,380,15,1,1,9,0.0,0.5,0.26111111111111107,363314.5625,284575.0,16,861106.0,802375,13.595332604913349,High
Lehren Small Screen,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,73,380,15,1,1,9,0.0,0.5,0.26111111111111107,363314.5625,284575.0,16,831740.5,655660,13.39339916606279,High
The Timeliners,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,49,1262,35,1,1,9,0.0,0.25,0.12000000000000002,1011783.9103448276,838021.0,145,307836.0,793778,13.584560363954706,High
Mulakuppadam Films,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Positive,68,750,23,1,1,10,0.3,0.12499999999999999,0.3621212121212121,142012.5,142012.5,2,307836.0,151604,11.929033733176873,Low
Mulakuppadam Films,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Positive,68,750,23,1,1,10,0.3,0.12499999999999999,0.3621212121212121,142012.5,142012.5,2,151604.0,132421,11.793749071823473,Low
Om Namoh Narayan,27,Education,Saturday,November,Fall,Morning,Positive,Positive,Neutral,97,2622,1,1,1,10,0.13333333333333336,0.21839826839826842,0.0,58173.75,55909.5,4,307836.0,69426,11.148031119826314,Low
Om Namoh Narayan,27,Education,Saturday,November,Fall,Morning,Positive,Positive,Neutral,97,2622,1,1,1,10,0.13333333333333336,0.21839826839826842,0.0,58173.75,55909.5,4,69426.0,109000,11.599112335481124,Low
Chandragiri Subbu,24,Entertainment,Saturday,November,Fall,Morning,Positive,Positive,Positive,99,1175,20,1,1,10,0.5,0.340625,0.35833333333333334,43931.730769230766,37652.5,26,307836.0,54848,10.912339233996615,Low
Saas Bahu Aur Betiyaan,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Neutral,Positive,60,66,12,1,1,10,0.0,0.0,0.6,203840.01923076922,110446.0,52,307836.0,334780,12.721231865688413,Medium
Tamil Pokkisham,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,73,832,30,1,1,10,0.1,0.25,0.26,124586.5,109323.0,4,307836.0,134307,11.807890948868268,Low
Tamil Pokkisham,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Positive,Positive,73,832,30,1,1,10,0.1,0.25,0.26,124586.5,109323.0,4,134307.0,228060,12.337368416012751,Medium
Cineulagam,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,50,248,4,1,1,10,0.0,0.0,0.0,463543.44444444444,127421.0,9,307836.0,127421,11.755259691670354,Low
Cineulagam,24,Entertainment,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,50,248,4,1,1,10,0.0,0.0,0.0,463543.44444444444,127421.0,9,127421.0,94383,11.455126846242857,Low
Put Chutney,24,Entertainment,Saturday,November,Fall,Morning,Negative,Positive,Positive,57,498,32,1,1,11,-0.3,0.15,0.12954545454545455,100998.92307692308,79172.5,26,307836.0,68992,11.141760329157709,Low
Murari Ki Kocktail,1,Film & Animation,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,63,130,13,1,1,11,0.0,0.1,0.0,316103.311827957,308851.0,93,307836.0,269593,12.50467240257976,Medium
Murari Ki Kocktail,1,Film & Animation,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,63,130,13,1,1,11,0.0,0.1,0.0,316103.311827957,308851.0,93,269593.0,289853,12.57713262691416,Medium
India News DastaK,22,People & Blogs,Saturday,November,Fall,Morning,Neutral,Neutral,Neutral,66,66,1,1,1,11,0.0,0.0,0.0,63605.0,63605.0,2,307836.0,82449,11.319947327987745,Low
White Hill Music,10,Music,Saturday,November,Fall,Afternoon,Positive,Neutral,Positive,83,2093,22,1,1,12,0.3287878787878788,0.09999999999999999,0.2892561983471074,2642397.4033613447,2382873.0,119,307836.0,2348107,14.669120455465158,High
White Hill Music,10,Music,Saturday,November,Fall,Afternoon,Positive,Neutral,Positive,83,2093,22,1,1,12,0.3287878787878788,0.09999999999999999,0.2892561983471074,2642397.4033613447,2382873.0,119,2348107.0,3425289,15.046696697626878,High
White Hill Music,10,Music,Saturday,November,Fall,Afternoon,Positive,Neutral,Positive,83,2093,22,1,1,12,0.3287878787878788,0.09999999999999999,0.2892561983471074,2642397.4033613447,2382873.0,119,2886698.0,2995455,14.91260703169852,High
White Hill Music,10,Music,Saturday,November,Fall,Afternoon,Positive,Neutral,Positive,83,2093,22,1,1,12,0.3287878787878788,0.09999999999999999,0.2892561983471074,2642397.4033613447,2382873.0,119,2922950.3333333335,3733789,15.132934361545129,High
Nakkheeran TV,25,News & Politics,Saturday,November,Fall,Afternoon,Negative,Negative,Neutral,103,375,32,1,1,12,-0.4,-0.4,0.0,191480.35555555555,127187.0,45,307836.0,85832,11.360158826915132,Low
Namma Kannada TV,24,Entertainment,Saturday,November,Fall,Afternoon,Negative,Negative,Positive,91,98,7,1,1,12,-1.0,-1.0,0.3,120648.96,77215.0,25,307836.0,40576,10.610956682603621,Low
What The Fukrey,24,Entertainment,Saturday,November,Fall,Afternoon,Negative,Positive,Negative,46,1721,22,1,1,13,-0.5,0.13333333333333333,-0.3463636363636364,145953.2,147284.0,5,307836.0,185537,12.131014991802394,Medium
Vikatan TV,25,News & Politics,Saturday,November,Fall,Afternoon,Negative,Negative,Neutral,66,802,10,1,1,13,-0.4,-0.14259259259259258,0.0,169688.3260869565,135294.5,46,307836.0,64197,11.069727336544824,Low
Rishhsome,23,Comedy,Saturday,November,Fall,Afternoon,Neutral,Positive,Positive,52,212,20,1,1,13,0.0,0.26666666666666666,0.40625,639839.4774774775,653242.0,111,307836.0,353789,12.776458795752125,Medium
zoom,24,Entertainment,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,91,4953,17,1,1,14,0.35,0.3559999999999999,0.425,300014.0,90417.5,14,307836.0,55908,10.931480647972702,Low
REPORTER LIVE,25,News & Politics,Saturday,November,Fall,Afternoon,Neutral,Neutral,Positive,47,229,16,1,1,14,0.09943181818181818,0.08484848484848484,0.28181818181818186,846169.2666666667,92089.0,15,307836.0,92089,11.430521638715412,Low
Abp Majha,25,News & Politics,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,91,360,6,1,1,14,0.35714285714285715,0.215,0.35714285714285715,58819.833333333336,50061.5,6,307836.0,71272,11.174272853057465,Low
SAB TV,24,Entertainment,Saturday,November,Fall,Afternoon,Neutral,Positive,Positive,100,2309,30,1,1,14,0.0,0.2005860805860806,0.21818181818181817,416791.85655737703,292533.5,244,307836.0,277839,12.534800687417956,Medium
NugoBasilaiaa,17,Sports,Saturday,November,Fall,Afternoon,Neutral,Positive,Neutral,80,2927,16,1,1,14,0.0,0.25757575757575757,0.0,2726078.076923077,2586722.0,13,307836.0,1641745,14.311270867625703,High
TeluguOne,23,Comedy,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,81,794,32,1,1,15,0.275,0.5166666666666667,0.35454545454545455,165818.33571428573,139176.0,140,307836.0,208145,12.245995035527592,Medium
TeluguOne,23,Comedy,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,81,794,32,1,1,15,0.275,0.5166666666666667,0.35454545454545455,165818.33571428573,139176.0,140,208145.0,162637,11.999282151128734,Low
Trending Tamilnadu,28,Science & Technology,Saturday,November,Fall,Afternoon,Neutral,Neutral,Positive,96,178,25,1,1,15,0.0,0.0,0.12272727272727274,82114.33333333333,64656.0,3,307836.0,123931,11.727488307071201,Low
Trending Tamilnadu,28,Science & Technology,Saturday,November,Fall,Afternoon,Neutral,Neutral,Positive,96,178,25,1,1,15,0.0,0.0,0.12272727272727274,82114.33333333333,64656.0,3,123931.0,64656,11.076851653667346,Low
AroMal Ar,23,Comedy,Saturday,November,Fall,Afternoon,Neutral,Neutral,Neutral,22,156,7,1,1,15,0.0,0.0,0.0,116641.75,114504.5,4,307836.0,100662,11.519533583184474,Low
VisionTimeTamil,24,Entertainment,Saturday,November,Fall,Afternoon,Neutral,Positive,Positive,78,394,23,1,1,16,0.0,0.5,0.5,118025.24242424243,81064.0,66,307836.0,182209,12.112915147043925,Medium
Smile Settai,23,Comedy,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,80,974,14,1,1,16,0.3,0.44118303571428574,0.2590909090909091,150415.7323943662,128405.0,71,307836.0,81117,11.303660163688727,Low
V6 News Telugu,25,News & Politics,Saturday,November,Fall,Afternoon,Negative,Neutral,Negative,74,1024,23,1,1,16,-0.6,-0.01477272727272727,-0.6,411437.358490566,334437.0,212,307836.0,357019,12.785547081601543,Medium
etvteluguindia,24,Entertainment,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,74,408,24,1,1,16,0.35,0.4424107142857143,0.125,445199.58510638296,214832.0,282,307836.0,315154,12.660819860276293,Medium
Speed Records,10,Music,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,94,1464,18,1,1,16,0.35,0.2333333333333333,0.10606060606060606,4069743.218274112,3022570.0,197,307836.0,8579861,15.964928387418713,High
Speed Records,10,Music,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,94,1464,18,1,1,16,0.35,0.2333333333333333,0.10606060606060606,4069743.218274112,3022570.0,197,8579861.0,7003332,15.76189673655669,High
Speed Records,10,Music,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,96,1411,18,1,1,16,0.425,0.2333333333333333,0.10606060606060606,4069743.218274112,3022570.0,197,7791596.5,5718766,15.559263780679146,High
Speed Records,10,Music,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,94,1464,18,1,1,16,0.35,0.2333333333333333,0.10606060606060606,4069743.218274112,3022570.0,197,7100653.0,7848975,15.875893635389918,High
Speed Records,10,Music,Saturday,November,Fall,Afternoon,Positive,Positive,Positive,94,1464,18,1,1,16,0.35,0.2333333333333333,0.10606060606060606,4069743.218274112,3022570.0,197,7287733.5,9454988,16.062053096668414,High
Sony PAL,43,Unknown,Saturday,November,Fall,Afternoon,Neutral,Neutral,Positive,64,3087,29,1,1,16,0.0,0.0834650856389987,0.4,310859.7252747253,256739.0,182,307836.0,433053,12.978617710525214,Medium
Thanthi TV,25,News & Politics,Saturday,November,Fall,Afternoon,Neutral,Positive,Neutral,96,915,33,1,1,16,0.0,0.19974747474747476,-0.033333333333333326,249763.45714285714,200969.0,105,307836.0,253783,12.44423879051004,Medium
Thanthi TV,25,News & Politics,Saturday,November,Fall,Afternoon,Neutral,Positive,Neutral,96,915,33,1,1,16,0.0,0.19974747474747476,-0.033333333333333326,249763.45714285714,200969.0,105,253783.0,202926,12.220601587438884,Medium
Tarang TV,24,Entertainment,Saturday,November,Fall,Afternoon,Positive,Positive,Neutral,58,731,22,1,1,16,0.35,0.30808080808080807,0.0,107632.26178010472,90350.0,191,307836.0,85165,11.3523575721385,Low
ETV Plus India,23,Comedy,Saturday,November,Fall,Afternoon,Positive,Positive,Negative,94,223,33,1,1,17,0.35,0.5,-0.26666666666666666,497711.94023904385,346074.0,251,307836.0,309490,12.642684291524045,Medium
Video121,25,News & Politics,Saturday,November,Fall,Afternoon,Neutral,Neutral,Neutral,49,461,19,1,1,17,0.1,0.08000000000000003,-0.1,105417.76923076923,98579.0,13,307836.0,59708,10.99723804178733,Low
Kannada Health Tips,24,Entertainment,Saturday,November,Fall,Evening,Neutral,Neutral,Neutral,86,255,1,1,1,18,0.0,0.0,0.0,107274.63636363637,113860.0,11,307836.0,72644,11.19333984350544,Low
Stars and News,22,People & Blogs,Saturday,November,Fall,Evening,Neutral,Neutral,Positive,85,171,24,1,1,18,0.018181818181818174,0.0,0.525,228646.6,219041.5,30,307836.0,121361,11.70653309378115,Low
muluguastro,22,People & Blogs,Saturday,November,Fall,Evening,Neutral,Positive,Neutral,59,1086,25,1,1,19,0.0,0.38333333333333336,0.0,117155.8717948718,45816.0,39,307836.0,37384,10.529024833434017,Low
BiscootTV,24,Entertainment,Saturday,November,Fall,Evening,Positive,Positive,Positive,91,526,7,1,1,19,0.25,0.35000000000000003,0.5,1240083.96,840477.0,75,307836.0,692359,13.447861330540334,High
BiscootTV,24,Entertainment,Saturday,November,Fall,Evening,Positive,Positive,Positive,91,526,7,1,1,19,0.25,0.35000000000000003,0.5,1240083.96,840477.0,75,692359.0,802933,13.596027797770148,High
The Voice India Kids,24,Entertainment,Saturday,November,Fall,Evening,Positive,Positive,Neutral,92,533,12,1,1,19,0.16666666666666666,0.3574074074074074,0.0,231837.08955223882,177781.0,67,307836.0,725835,13.495079372971938,High
